user,location,text,sentiment,probability
SkiperGV,Bogotá Colombia.,"#Anonymous
@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE… https://t.co/iFh5SDTqVx",Positivo,65
Mari_VegaA,,@YourAnonCentral      PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VI… https://t.co/Utu5RZRKXD,Positivo,68
latablablog,"Caracas, Venezuela",Hoy el grupo de hackers #Anonymous tumbó momentáneamente la página del Ejército de Colombia y publicó lista de 168… https://t.co/57azKoEMHh,Positivo,74
ginethtorres1,"Bucaramanga, Colombia ","GRACIAS #Anonymous OJALA LO PILLEN A TODOS Y CAIGA @IvanDuque 
CONTRASEÑAS DE LAS PERSONAS DEL EJERCITO👇👇 https://t.co/fJeJW82w8R",Positivo,80
panconpony,Colombia,@YourAnonCentral @AnonymousOpCOL @IvanDuque PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6… https://t.co/H0HmCEBUkx,Positivo,67
juliand15272929,,@YourAnonCentral      PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VI… https://t.co/vbboIs4hBv,Positivo,68
1sultandelswing,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
panconpony,Colombia,@AnonNews_Col @AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTR… https://t.co/5H3YMpGH3T,Positivo,67
Juansep43811017,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
JulianBalaguer9,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL#Anonymous,Positivo,58
abigail19859341,,"‼️por favor difundan🙏🏻‼️
https://t.co/PzLtOCraz7
#SOSColombiaDDHH #Anonymous #FuerzaCOLOMBIA",Positivo,69
panconpony,Colombia,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Juansep43811017,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
D0200020,,me avergüenza una fuerza policial que se supone que debe servir y proteger sin embargo hoy en día nos dan miedo por… https://t.co/YfCnpyx6Bv,Negativo,50
phamtone,,@Fonseca QUE RARO SE PRONUNCIO #Anonymous  Y AHORA TODAS LAS CELEBRIDADES APOYAN EL PARO!! GONORREAS ES LO QUE SON!!,Negativo,53
1sultandelswing,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
panconpony,Colombia,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
MikeBassausky,"Bogotá, D.C., Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/0Z7whQywxu,Positivo,62
Mauricio_ndres,"Cartagena, Colombia","Recomendación descarguen las app Psiphon pro, les ayudará ver tendencia de Colombia y les ayudará con más redes soc… https://t.co/YcKswULYd7",Positivo,70
LucyLutiana,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
panconpony,Colombia,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
calletrecico,"Barranquilla, Colombia","#Anonymous 
Ojalá y anonymous empieze a subir imágenes y correos de los militares que hackearon 
Hay jue sin miedo",Negativo,58
LucyLutiana,,@AnonNews_Col @AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTR… https://t.co/vLalwFsydf,Positivo,67
mayaa_garcia,Colombia,"#Anonymous #AnonymousColombia
#SOSColombiaDDHH le prendo velas a todos los santos https://t.co/IQKnLRRqNX",Positivo,65
LucyLutiana,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
DmsSolos3,,"Difundan, necesitamos información sobre esto...

#DuqueAsesino 
#NosEstanMatando 
#ColombiaEnAlertaRoja 
#Anonymous https://t.co/SY0BtiBgjl",Positivo,66
Coconut20208,,@_Ralito @wardofmusic1 @ChalecosAmarill @ktira24 @oskarciber @ElPayanes @A_M_M_7_7 @CMonteroOficial @rhm1947… https://t.co/nI65D4vnXH,Positivo,65
Paternina_Dary9,"Bogotá, D.C., Colombia",#SOSColombiaDDHH #Anonymous diciendo la realidad de nuestro país https://t.co/Ec5TGm0Jbd,Positivo,60
julissamolinav,,🚨⚠️ ATENCIÓN: es necesario que COPIEN Y PEGUEN #ParoNacional4M en #Colombia. ASÍ NO SEAN DE COLOMBIA #Anonymous… https://t.co/GV09UHQinU,Positivo,65
NaranjaBogota,,Gente que le pone el alma :v #Anonymous #ParoNacional4M https://t.co/SGmJjuupq6,Positivo,59
eevaa_garciaa03,,"Asesinos, lo han vuelto a cambiar #Anonymous #ColombiaEnAlertaRoja #Colombia mucho apoyo desde España podeis juntos… https://t.co/4ThAL6Z74k",Positivo,69
noc0ps,,"Paso hace unos minutos en el parque del Artista en Itagüí

Si alguien tiene mas información por favor adjuntar.… https://t.co/BB7626RieB",Positivo,74
nieveacida,,"#DuqueAsesino #Anonymous 
No estamos solos https://t.co/PCn4jHwEnT",Positivo,64
Coconut20208,,@_Ralito @wardofmusic1 @ChalecosAmarill @ktira24 @oskarciber @ElPayanes @A_M_M_7_7 @CMonteroOficial @rhm1947… https://t.co/dwJvxdBW7j,Positivo,65
Juan_Txl,"Armenia, Colombia","#Anonymous me les quito el sombrero siempre he sabido que son unos crack, tumbaron la página del ejército nacional… https://t.co/YRGEOxP90h",Positivo,64
alexa38610,colombia,@CNNEE @soyfdelrincon @AlvaroUribeVel @IvanDuque 2 parte RERECHO HUMANOS CALI… https://t.co/aRw0Gy9hJ3,Positivo,65
DmsSolos3,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/zz69dcp3Ws,Positivo,62
ndresbeltran56,,#Anonymous gracias anonymous  busquen por wikipedia aparece como genocida https://t.co/Y1EO1VKF9W,Positivo,82
ArenasJhosua,,#Anonymous porque cancelas el programa @IvanDuque  tienes miedo de que muestren la realidad de colombia,Negativo,53
danielapvillega,Colombia,#Anonymous  gracias https://t.co/74UpULl1CB,Positivo,89
MafeOsorioG,,"@AnonymusNews_ 
Ayúdenos el Presidente 🐷 tiene un ""programa"" Que trasmiten todos los días a las 6 PM se llama preve… https://t.co/NDCrSxM0hk",Positivo,72
paulagrafica,bogota,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/nDsJTIaRC3,Positivo,62
MnicaCo79200336,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/Lhz0m2QPrm,Positivo,62
Jaidermerkdo,"Bogotá, D.C., Colombia","Le tuvo miedo a  #Anonymous 
Hoy no habrá prevención y acción.",Positivo,49
AlezaArtica,,"Man, confirmenme eso de que apareció #Anonymous  por la situación de la reforma tributaria de  Colombia?👀",Negativo,49
PutosMuggles_,Grimmauld Place,Amor a #Anonymous #OpColombia https://t.co/VcuHOkaLjA,Positivo,70
PdePaisdeMierda,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/3anF4Otgem,Positivo,62
Ssteven47,,"Colombia en está ocasión los necesita para que expongan al público en general las atrocidades, atropellos, vulnerab… https://t.co/X0tlqLeNcZ",Positivo,66
Dani09782552,,"Anonimus hackea en este momento la página de la policía @CaliesCaliCOL  @EnterateCali  @DanielSamperO 
#Anonymous… https://t.co/T8TEdnpsxO",Positivo,65
DmsSolos3,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/FuLx15Tkgz,Positivo,62
StevenMelndez6,,"SIGAN LA VOZ!
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/izwERcDqU6",Positivo,63
arual0_03,,🚨⚠️ ATENCIÓN: es necesario que COPIEN Y PEGUEN la lista de manifestantes desaparecidos durante el #ParoNacional4M e… https://t.co/ffKmgBU66M,Positivo,61
covidd199,,"Joa pero anonymous, borra la base de datos del icetex
#Anonymous",Positivo,53
MiguelxBermudez,Bogota ,Anonymous lo hizo también con la página de la policía #SOSColombiaDDHH #ColombiaEnAlertaRoja #Anonymous https://t.co/oQHSL6x6j9,Positivo,61
Diegokxl,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/HL03uDuZau,Positivo,62
VUCviviana,"Manizales, Caldas ",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Cipriegelman,"Medellin 너는 나, 나는 너","Estoy esperando a que @YourAnonNewsESP @AnonymousOpCOL le hackeen el programita a duque, eso si sería un buen golpe #Anonymous",Positivo,72
maria97af,Venezuela,"El sonido de la guerra en Colombia Intenso tiroteo contra personas en Colombia
#ANONYMOUS
#SOSColombiaDDHH… https://t.co/3T26BEJEdn",Positivo,51
Naanii_15,"Cali, Colombia","#SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS… https://t.co/Hy9dfDPFsw",Positivo,67
catapece1996,,"SIGAN LA VOZ!
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad  y que… https://t.co/5VEnUIbMwv",Positivo,63
Cristia58775078,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
NubiaPatriciaS4,,"El gobierno, la policía y el ejército debe responder  han atacado a la población indiscriminadamente no hay derecho ! #Anonymous",Negativo,53
AquelJesus,Blanketsburg,Ay jueputa no aproveche las tarjetas que filtraron 😭 #Anonymous,Positivo,60
Carolin27551579,,Petición nacional para que #Anonymous tire el programa de duque a las 6:00pm y muestre los vídeos de abuso policial… https://t.co/K1P0VqWlcx,Positivo,60
catapece1996,,"SIGAN LA VOZ!
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/TqDluhJZMn",Positivo,63
alexa38610,colombia,@CNNEE @soyfdelrincon @AlvaroUribeVel @IvanDuque 2parte RERECHOS HUMANOS CALI… https://t.co/fuhIlnlllA,Positivo,66
Alexa_Chang152,Colombia,"Amén 
#Anonymous https://t.co/mn3JpyWEOd",Positivo,65
danielapvillega,Colombia,#Anonymous les pido intervengan a las 06 de la tarde al programa de acción y prevención de duque y muestren los vid… https://t.co/n9LywmUh1f,Positivo,73
almz_____,Queen Elizabeth 1896,#Anonymous te amo muchísimo ✨,Positivo,64
laurel2208,Colombia,Gracias! Gracias en serio muchas gracias por apoyar a la juventud y al pueblo colombiano  #Anonymous,Positivo,95
Wizo_90,,"mannn lo veo y no lo creo que chimba ahora a esmantelar RCN Y CARACOL #AnonymousColombia
#Anonymous https://t.co/yp26M8Bi7M",Positivo,60
catapece1996,,"SIGAN LA VOZ
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/W6416lDga1",Positivo,63
Juliant19354619,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Ibero_Anon,Iberoamérica,#Anonymous #TangoDown de @Anons_Vzla #Krakovia #Elite7 &lt;: https://t.co/Zn6Q8G9IlL Atención #Colombia hackers sean b… https://t.co/DjacR9WOGr,Positivo,67
hilary_ospina,,@CNNEE @soyfdelrincon @AlvaroUribeVel @IvanDuque PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A… https://t.co/sUnCu2EtbA,Positivo,67
DanielSz118,,@Anonymous_CO PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE… https://t.co/tVadrFhF7E,Positivo,67
lugavisara,"Armenia, Colombia",Acabo de ver que el presidente inepto canceló la emisión de su programa irrelevante para hoy disque porque tiene mu… https://t.co/PTU8F3GDbx,Positivo,86
catapece1996,,"SIGAN LA VOZ!
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/pNKtxtlUcr",Positivo,63
catapece1996,,"SIGAN LA VOZ!
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/xoRFKQ5wS7",Positivo,63
Laura82946482,,"Le hago la petición a #Anonymous que hoy a las 6:00pm tire el programa de ""prevención y acción"" y que en su lugar m… https://t.co/VjDCmo9FHc",Positivo,75
dazaiosamukun04,  Bogotá,como lo de el #Anonymous lo informo,Positivo,59
DuvanVillanuev2,"Florencia - Caquetá, Colombia","@YourAnonNewsESP @Twitter Que gente tan buena en su oficio
#Anonymous",Positivo,76
catapece1996,,"SIGAN LA VOZ!
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/uVTaSM6vfi",Positivo,63
Wizo_90,,Se rumorea que van a tumbar las redes sociales en Colombia para que el pueblo no haga reportes de lo que está pasan… https://t.co/de04MU05z4,Positivo,61
TAGUILLEORTIZ,"Canoas, Brasil",#urgente @YourAnonNewsESP @AnonymousOpCOL #Anonymous acaba de tumbar el sitio wed de la @PoliciaColombia https://t.co/o0HInMS7fU,Positivo,66
DianaCa67191401,,@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
danailo017,"Ciénaga, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/MNbaUI3OjG,Positivo,62
Da3nerysFir3,"Rivendell, Middle-earth.","#Anonymous bajó la página de la Policía y de las Fuerzas Militares.
Cracks!

#SOSColombiaDDHH… https://t.co/eiY3o6ahgK",Positivo,65
catapece1996,,"Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del #ParoNacional4M y que… https://t.co/MDPpar7hfC",Positivo,62
Wizo_90,,"Si nos están escuchando NO PAREN #ANONYMOUS EN 48 HORAS SI NO PARAN LA ORDEN, ENTRARA EN NUESTRO SISTEMA, UTILICEN… https://t.co/uhuvgXBYIT",Positivo,66
Karina29263108,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Fernand10381449,,Petición nacional para que #Anonymous tumbe el programa de duque a las 6:00 pm y muestre los vídeos de abuso polici… https://t.co/CY2BtjynrG,Positivo,65
CamLovesVeg,Trocitos de cielo,🚨⚠️ ATENCIÓN: es necesario que COPIEN Y PEGUEN la lista de manifestantes desaparecidos durante el #ParoNacional4M e… https://t.co/WHz7AEX72r,Positivo,61
ArteDiaz7,"Popayan, Cauca, Colombia","#SOSColombiaDDHH vamos @AnonymousOax #Anonymous #Anonymous es su momento, quitar el programa de Duque. https://t.co/hh2lMI1ULo",Positivo,74
DianaCa67191401,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
catapece1996,,"Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del #ParoNacional4M y que… https://t.co/xyOiwjZUzM",Positivo,62
erenkun05, Bogotá,si pasa algo así insoluto si claro como lo de el #Anonymous lo informo,Positivo,53
catapece1996,,"Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del #ParoNacional4M y que… https://t.co/2FJNBpvsFA",Positivo,62
ihaveaconfessi4,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/ekCzfD3TnK,Positivo,62
LapidaSinNombre,Riohacha...si sabe donde queda,@Indignara Ojala no que les bajen todas sus plataforma informática eso les daría muchos problemas #MeOis #Anonymous,Positivo,58
_Ralito,Venezuela ,En #Colombia: COPIEN Y PEGUEN. Esto acaba de suceder en el barrio Nueva Base en Cali. #ParoNacional4M ASÍ NO SEAN D… https://t.co/HYXownKm8g,Positivo,74
Michell31733808,,"Si nos están escuchando NO PAREN #ANONYMOUS EN 48 HORAS SI NO PARAN LA ORDEN, ENTRARA EN NUESTRO SISTEMA, UTILICEN… https://t.co/VSXPAIPDxU",Positivo,66
Karina29263108,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
StevenMelndez6,,Y así quieren que nos sentamos protegidos por estos hps 😠#Anonymous https://t.co/o2Xr1XRLfA,Positivo,63
catapece1996,,"Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del #ParoNacional4M y que… https://t.co/TuJuiizXRd",Positivo,62
Anons_Vzla,Venezuela,"#Anonymous #TangoDown de @Anons_vzla  #Krakovia #Elite7
 &lt;: https://t.co/xj2toY4NgU
Atención #Colombia hackers  sea… https://t.co/rw1CVPx0GO",Positivo,66
datogeek,Costa Rica,#Anonymous tumba página web del Ejército colombiano https://t.co/M5Vpi3PYPH,Positivo,67
catapece1996,,"#GolpeDeEstadoColombia
Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad de… https://t.co/SGeyWJ7mJn",Positivo,62
GCgabrielxc,,"Reportan en estación San Nicolás ""Nos están matando a gas""
#SOSColombiaDDHH 
#ParoNacional4M 
#Anonymous… https://t.co/6mvHKoe4YB",Positivo,67
NauterFuck,,¿Por qué carajos ponen #Anonymous y adjuntan imágenes de wikipedia? WIKIPEDIA LA PUEDE EDITAR TODO EL PUTO MUNDO.,Positivo,53
q3daydoom,Just Hell,Necesitamos lo mismo en México #Anonymous,Positivo,62
catapece1996,,"Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del #ParoNacional4M y que… https://t.co/h1jW93i2Pu",Positivo,62
imstevenpr,"Bogotá, D.C., Colombia","#Anonymous 

Tumbaron la página de la policía.

El mundo nos escucha 🇨🇴💔",Positivo,66
TirateAunVolcan,"Pasto, Colombia",¿será posible que la organización de @AnonymousOpCOL quite la parodia de programa que tiene la porquería de… https://t.co/jtRPLle3ja,Positivo,67
egfdr12,,Viendo esto recuerdo esta frase llena de verdad #Anonymous https://t.co/Fwv18PCfhW,Positivo,74
catapece1996,,"@YourAnonNewsESP Que #Anonymous 
Sabotee a #RCNMiente #rcn #caracolnoticias ya que no muestran la realidad del… https://t.co/3JYxodzT4A",Positivo,62
JkNightWing97,,"Muy buen video pero...
Si anonymus interfiere directamente en el gobiernarco  Colombiano, esta marcha, desacato, ab… https://t.co/sNn88M2oVR",Positivo,76
Angelly27079951,Colombia,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VÍDEOS DE ABUSO POLICIAL… https://t.co/7CU2czftdT,Positivo,62
daryrss,,#AnonymousPETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE… https://t.co/mVcrrgPOBC,Positivo,66
EuLauraTg,,#SOSColombiaDDHH #SOSColombiaEnDictadura #NosEstanMatando #DuqueAsesino #SOSColombiaNosEstanMatando necesitamos ayu… https://t.co/Erf2JoVLp1,Positivo,67
Dahiana83931765,,Puedes hackear rcn y caracol esta noche y colocar los videos de las masacres y todo? #Anonymous,Positivo,72
NubiaPatriciaS4,,"Paren la masacre ! 
Nos están matando !  #Anonymous",Positivo,56
ElUniversalCtg,"Cartagena, Colombia",#ULTIMAHORA A través de la cuenta de Twitter Anonymous Colombia compartió un listado de 168 cuentas distintas de in… https://t.co/WilwImaUg0,Positivo,63
Glacey56836930,,#ColombiaEnAlertaRoja #Colombia #ColombiaNecesita  #NosEstanMasacrando #NosEstanMatando #Anonymous ¿DONDE QUEDO TU… https://t.co/tMlF9jxlRl,Positivo,64
FerrerNeider,"Cúcuta, Colombia",Que hay de cierto que también tumbaron la página  de la policía y que van a interferir en un noticiero ?? #Anonymous,Positivo,59
jassongutierr14,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Anonymous_CO,Colombia,"En estos momentos la página de la policía nacional de Colombia está siendo tumbada.
#SOSColombiaDDHH
#Anonymous https://t.co/YBSR28DBNI",Positivo,66
conzumogonzo,,"@CABLENOTICIAS Va a ponerle quejas a los policías porque un ciudadano les grita que no saben hacer su trabajo...
-… https://t.co/vX2eCD48nK",Positivo,60
arual0_03,,"#Anonymous Que tumben el programa de 6 de duque, que tumben ese circo que no sigan  pensando que acá nada a pasado.… https://t.co/IN1bCMlnUY",Positivo,69
Isuke_Loz,Colombia,No es mentira! #Anonymous https://t.co/ZemilAWeSK,Positivo,55
DanielSz118,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/sV3WSsztlv,Positivo,62
JuanGon21827439,,#Anonymous  una muy buenísima idea papá🇨🇴🇨🇴 https://t.co/EZbpgaGpIA,Positivo,62
leveterinaire_,Colombia,Hola comunidad K-POP por acá les están diciendo dizque banda de “trollcitos”. Así es como el uribismo los minimiza.… https://t.co/7ZgtPzepv8,Positivo,65
moonligth_21,"Huila, Colombia","PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL
#Anonymous #Anonymous",Positivo,58
bypedrolouis,"Bogotá, D.C., Colombia","Somos #Anonymous, Somos legión

Yo: https://t.co/Z0NSa09i19",Positivo,65
azrael1960,,#Anonymous eres tú el qué no me deja ver películas piratas 💢😡 https://t.co/MBd91YCOuR,Positivo,62
Glacey56836930,,QUE TODOS VEAN ! #ColombiaEnAlertaRoja #Colombia #ColombiaNecesita  #NosEstanMasacrando #NosEstanMatando #Anonymous https://t.co/yXp8kQyARj,Positivo,64
Stiven1417,"Jamundí, Colombia","#Anonymous
#SOSColombiaDDHH 
Que tumben el programa de las 16:00 del presidente ivan duque",Positivo,75
